image_id,path,true_label,true_class,pred_label,pred_class,pred_probability,correct,target_class_mode,target_label,target_class,original_path,attention_path,heatmap_path,manual_focus_local_detail,manual_focus_bird_body,manual_focus_background,manual_notes
939,data\raw\CUB_200_2011\images\017.Cardinal\Cardinal_0092_17591.jpg,16,017.Cardinal,16,017.Cardinal,0.9999685287475586,True,predicted,16,017.Cardinal,outputs\explainability\swin_attention_paired_part_alignment_source\20260823_012929_baseline_swin_tiny_protocol\images\011_correct_image939_original.jpg,outputs\explainability\swin_attention_paired_part_alignment_source\20260823_012929_baseline_swin_tiny_protocol\images\011_correct_image939_attention.jpg,outputs\explainability\swin_attention_paired_part_alignment_source\20260823_012929_baseline_swin_tiny_protocol\images\011_correct_image939_attention_heatmap.npy,,,,
11244,data\raw\CUB_200_2011\images\191.Red_headed_Woodpecker\Red_Headed_Woodpecker_0022_183010.jpg,190,191.Red_headed_Woodpecker,190,191.Red_headed_Woodpecker,0.999962568283081,True,predicted,190,191.Red_headed_Woodpecker,outputs\explainability\swin_attention_paired_part_alignment_source\20260823_012929_baseline_swin_tiny_protocol\images\012_correct_image11244_original.jpg,outputs\explainability\swin_attention_paired_part_alignment_source\20260823_012929_baseline_swin_tiny_protocol\images\012_correct_image11244_attention.jpg,outputs\explainability\swin_attention_paired_part_alignment_source\20260823_012929_baseline_swin_tiny_protocol\images\012_correct_image11244_attention_heatmap.npy,,,,
7652,data\raw\CUB_200_2011\images\131.Vesper_Sparrow\Vesper_Sparrow_0013_109937.jpg,130,131.Vesper_Sparrow,75,076.Dark_eyed_Junco,0.999187171459198,False,predicted,75,076.Dark_eyed_Junco,outputs\explainability\swin_attention_paired_part_alignment_source\20260823_012929_baseline_swin_tiny_protocol\images\013_wrong_image7652_original.jpg,outputs\explainability\swin_attention_paired_part_alignment_source\20260823_012929_baseline_swin_tiny_protocol\images\013_wrong_image7652_attention.jpg,outputs\explainability\swin_attention_paired_part_alignment_source\20260823_012929_baseline_swin_tiny_protocol\images\013_wrong_image7652_attention_heatmap.npy,,,,
3429,data\raw\CUB_200_2011\images\060.Glaucous_winged_Gull\Glaucous_Winged_Gull_0087_44550.jpg,59,060.Glaucous_winged_Gull,61,062.Herring_Gull,0.9987271428108215,False,predicted,61,062.Herring_Gull,outputs\explainability\swin_attention_paired_part_alignment_source\20260823_012929_baseline_swin_tiny_protocol\images\014_wrong_image3429_original.jpg,outputs\explainability\swin_attention_paired_part_alignment_source\20260823_012929_baseline_swin_tiny_protocol\images\014_wrong_image3429_attention.jpg,outputs\explainability\swin_attention_paired_part_alignment_source\20260823_012929_baseline_swin_tiny_protocol\images\014_wrong_image3429_attention_heatmap.npy,,,,
6373,data\raw\CUB_200_2011\images\109.American_Redstart\American_Redstart_0087_103371.jpg,108,109.American_Redstart,20,021.Eastern_Towhee,0.997687816619873,False,predicted,20,021.Eastern_Towhee,outputs\explainability\swin_attention_paired_part_alignment_source\20260823_012929_baseline_swin_tiny_protocol\images\015_wrong_image6373_original.jpg,outputs\explainability\swin_attention_paired_part_alignment_source\20260823_012929_baseline_swin_tiny_protocol\images\015_wrong_image6373_attention.jpg,outputs\explainability\swin_attention_paired_part_alignment_source\20260823_012929_baseline_swin_tiny_protocol\images\015_wrong_image6373_attention_heatmap.npy,,,,
812,data\raw\CUB_200_2011\images\015.Lazuli_Bunting\Lazuli_Bunting_0045_14954.jpg,14,015.Lazuli_Bunting,13,014.Indigo_Bunting,0.9973540306091309,False,predicted,13,014.Indigo_Bunting,outputs\explainability\swin_attention_paired_part_alignment_source\20260823_012929_baseline_swin_tiny_protocol\images\016_wrong_image812_original.jpg,outputs\explainability\swin_attention_paired_part_alignment_source\20260823_012929_baseline_swin_tiny_protocol\images\016_wrong_image812_attention.jpg,outputs\explainability\swin_attention_paired_part_alignment_source\20260823_012929_baseline_swin_tiny_protocol\images\016_wrong_image812_attention_heatmap.npy,,,,
6213,data\raw\CUB_200_2011\images\107.Common_Raven\Common_Raven_0072_102443.jpg,106,107.Common_Raven,28,029.American_Crow,0.9973202347755432,False,predicted,28,029.American_Crow,outputs\explainability\swin_attention_paired_part_alignment_source\20260823_012929_baseline_swin_tiny_protocol\images\017_wrong_image6213_original.jpg,outputs\explainability\swin_attention_paired_part_alignment_source\20260823_012929_baseline_swin_tiny_protocol\images\017_wrong_image6213_attention.jpg,outputs\explainability\swin_attention_paired_part_alignment_source\20260823_012929_baseline_swin_tiny_protocol\images\017_wrong_image6213_attention_heatmap.npy,,,,
9545,data\raw\CUB_200_2011\images\163.Cape_May_Warbler\Cape_May_Warbler_0088_163149.jpg,162,163.Cape_May_Warbler,173,174.Palm_Warbler,0.9969030022621155,False,predicted,173,174.Palm_Warbler,outputs\explainability\swin_attention_paired_part_alignment_source\20260823_012929_baseline_swin_tiny_protocol\images\018_wrong_image9545_original.jpg,outputs\explainability\swin_attention_paired_part_alignment_source\20260823_012929_baseline_swin_tiny_protocol\images\018_wrong_image9545_attention.jpg,outputs\explainability\swin_attention_paired_part_alignment_source\20260823_012929_baseline_swin_tiny_protocol\images\018_wrong_image9545_attention_heatmap.npy,,,,
8449,data\raw\CUB_200_2011\images\144.Common_Tern\Common_Tern_0077_149196.jpg,143,144.Common_Tern,145,146.Forsters_Tern,0.9967036843299866,False,predicted,145,146.Forsters_Tern,outputs\explainability\swin_attention_paired_part_alignment_source\20260823_012929_baseline_swin_tiny_protocol\images\019_wrong_image8449_original.jpg,outputs\explainability\swin_attention_paired_part_alignment_source\20260823_012929_baseline_swin_tiny_protocol\images\019_wrong_image8449_attention.jpg,outputs\explainability\swin_attention_paired_part_alignment_source\20260823_012929_baseline_swin_tiny_protocol\images\019_wrong_image8449_attention_heatmap.npy,,,,
10785,data\raw\CUB_200_2011\images\184.Louisiana_Waterthrush\Louisiana_Waterthrush_0018_177557.jpg,183,184.Louisiana_Waterthrush,182,183.Northern_Waterthrush,0.9961257576942444,False,predicted,182,183.Northern_Waterthrush,outputs\explainability\swin_attention_paired_part_alignment_source\20260823_012929_baseline_swin_tiny_protocol\images\020_wrong_image10785_original.jpg,outputs\explainability\swin_attention_paired_part_alignment_source\20260823_012929_baseline_swin_tiny_protocol\images\020_wrong_image10785_attention.jpg,outputs\explainability\swin_attention_paired_part_alignment_source\20260823_012929_baseline_swin_tiny_protocol\images\020_wrong_image10785_attention_heatmap.npy,,,,
9358,data\raw\CUB_200_2011\images\160.Black_throated_Blue_Warbler\Black_Throated_Blue_Warbler_0081_161427.jpg,159,160.Black_throated_Blue_Warbler,13,014.Indigo_Bunting,0.995458722114563,False,predicted,13,014.Indigo_Bunting,outputs\explainability\swin_attention_paired_part_alignment_source\20260823_012929_baseline_swin_tiny_protocol\images\021_wrong_image9358_original.jpg,outputs\explainability\swin_attention_paired_part_alignment_source\20260823_012929_baseline_swin_tiny_protocol\images\021_wrong_image9358_attention.jpg,outputs\explainability\swin_attention_paired_part_alignment_source\20260823_012929_baseline_swin_tiny_protocol\images\021_wrong_image9358_attention_heatmap.npy,,,,
6243,data\raw\CUB_200_2011\images\107.Common_Raven\Common_Raven_0099_102534.jpg,106,107.Common_Raven,28,029.American_Crow,0.9953719973564148,False,predicted,28,029.American_Crow,outputs\explainability\swin_attention_paired_part_alignment_source\20260823_012929_baseline_swin_tiny_protocol\images\022_wrong_image6243_original.jpg,outputs\explainability\swin_attention_paired_part_alignment_source\20260823_012929_baseline_swin_tiny_protocol\images\022_wrong_image6243_attention.jpg,outputs\explainability\swin_attention_paired_part_alignment_source\20260823_012929_baseline_swin_tiny_protocol\images\022_wrong_image6243_attention_heatmap.npy,,,,
3824,data\raw\CUB_200_2011\images\066.Western_Gull\Western_Gull_0122_40866.jpg,65,066.Western_Gull,58,059.California_Gull,0.9949636459350586,False,predicted,58,059.California_Gull,outputs\explainability\swin_attention_paired_part_alignment_source\20260823_012929_baseline_swin_tiny_protocol\images\023_wrong_image3824_original.jpg,outputs\explainability\swin_attention_paired_part_alignment_source\20260823_012929_baseline_swin_tiny_protocol\images\023_wrong_image3824_attention.jpg,outputs\explainability\swin_attention_paired_part_alignment_source\20260823_012929_baseline_swin_tiny_protocol\images\023_wrong_image3824_attention_heatmap.npy,,,,
7977,data\raw\CUB_200_2011\images\136.Barn_Swallow\Barn_Swallow_0065_131555.jpg,135,136.Barn_Swallow,136,137.Cliff_Swallow,0.994753360748291,False,predicted,136,137.Cliff_Swallow,outputs\explainability\swin_attention_paired_part_alignment_source\20260823_012929_baseline_swin_tiny_protocol\images\024_wrong_image7977_original.jpg,outputs\explainability\swin_attention_paired_part_alignment_source\20260823_012929_baseline_swin_tiny_protocol\images\024_wrong_image7977_attention.jpg,outputs\explainability\swin_attention_paired_part_alignment_source\20260823_012929_baseline_swin_tiny_protocol\images\024_wrong_image7977_attention_heatmap.npy,,,,
