image_id,label,class_name,path
8264,140,141.Artic_Tern,data\raw\CUB_200_2011\images\141.Artic_Tern\Artic_Tern_0101_141075.jpg
8265,140,141.Artic_Tern,data\raw\CUB_200_2011\images\141.Artic_Tern\Artic_Tern_0111_143101.jpg
8358,142,143.Caspian_Tern,data\raw\CUB_200_2011\images\143.Caspian_Tern\Caspian_Tern_0105_145673.jpg
8371,142,143.Caspian_Tern,data\raw\CUB_200_2011\images\143.Caspian_Tern\Caspian_Tern_0096_145009.jpg
8376,142,143.Caspian_Tern,data\raw\CUB_200_2011\images\143.Caspian_Tern\Caspian_Tern_0013_145553.jpg
8377,142,143.Caspian_Tern,data\raw\CUB_200_2011\images\143.Caspian_Tern\Caspian_Tern_0045_145554.jpg
8378,142,143.Caspian_Tern,data\raw\CUB_200_2011\images\143.Caspian_Tern\Caspian_Tern_0078_146824.jpg
8394,142,143.Caspian_Tern,data\raw\CUB_200_2011\images\143.Caspian_Tern\Caspian_Tern_0046_145627.jpg
8657,147,148.Green_tailed_Towhee,data\raw\CUB_200_2011\images\148.Green_tailed_Towhee\Green_Tailed_Towhee_0096_154945.jpg
8673,147,148.Green_tailed_Towhee,data\raw\CUB_200_2011\images\148.Green_tailed_Towhee\Green_Tailed_Towhee_0060_154820.jpg
8676,147,148.Green_tailed_Towhee,data\raw\CUB_200_2011\images\148.Green_tailed_Towhee\Green_Tailed_Towhee_0027_154823.jpg
8681,147,148.Green_tailed_Towhee,data\raw\CUB_200_2011\images\148.Green_tailed_Towhee\Green_Tailed_Towhee_0058_797399.jpg
8700,147,148.Green_tailed_Towhee,data\raw\CUB_200_2011\images\148.Green_tailed_Towhee\Green_Tailed_Towhee_0090_797434.jpg
8702,147,148.Green_tailed_Towhee,data\raw\CUB_200_2011\images\148.Green_tailed_Towhee\Green_Tailed_Towhee_0105_797438.jpg
9062,154,155.Warbling_Vireo,data\raw\CUB_200_2011\images\155.Warbling_Vireo\Warbling_Vireo_0118_158285.jpg
9068,154,155.Warbling_Vireo,data\raw\CUB_200_2011\images\155.Warbling_Vireo\Warbling_Vireo_0002_158319.jpg
9074,154,155.Warbling_Vireo,data\raw\CUB_200_2011\images\155.Warbling_Vireo\Warbling_Vireo_0004_158376.jpg
9076,154,155.Warbling_Vireo,data\raw\CUB_200_2011\images\155.Warbling_Vireo\Warbling_Vireo_0045_158399.jpg
9080,154,155.Warbling_Vireo,data\raw\CUB_200_2011\images\155.Warbling_Vireo\Warbling_Vireo_0132_158420.jpg
9093,154,155.Warbling_Vireo,data\raw\CUB_200_2011\images\155.Warbling_Vireo\Warbling_Vireo_0061_158494.jpg
9358,159,160.Black_throated_Blue_Warbler,data\raw\CUB_200_2011\images\160.Black_throated_Blue_Warbler\Black_Throated_Blue_Warbler_0081_161427.jpg
9360,159,160.Black_throated_Blue_Warbler,data\raw\CUB_200_2011\images\160.Black_throated_Blue_Warbler\Black_Throated_Blue_Warbler_0083_161462.jpg
9376,159,160.Black_throated_Blue_Warbler,data\raw\CUB_200_2011\images\160.Black_throated_Blue_Warbler\Black_Throated_Blue_Warbler_0024_161619.jpg
9400,159,160.Black_throated_Blue_Warbler,data\raw\CUB_200_2011\images\160.Black_throated_Blue_Warbler\Black_Throated_Blue_Warbler_0037_161707.jpg
9406,159,160.Black_throated_Blue_Warbler,data\raw\CUB_200_2011\images\160.Black_throated_Blue_Warbler\Black_Throated_Blue_Warbler_0063_161213.jpg
9409,159,160.Black_throated_Blue_Warbler,data\raw\CUB_200_2011\images\160.Black_throated_Blue_Warbler\Black_Throated_Blue_Warbler_0017_161220.jpg
9831,167,168.Kentucky_Warbler,data\raw\CUB_200_2011\images\168.Kentucky_Warbler\Kentucky_Warbler_0059_795905.jpg
9833,167,168.Kentucky_Warbler,data\raw\CUB_200_2011\images\168.Kentucky_Warbler\Kentucky_Warbler_0038_795909.jpg
9834,167,168.Kentucky_Warbler,data\raw\CUB_200_2011\images\168.Kentucky_Warbler\Kentucky_Warbler_0010_795912.jpg
9846,167,168.Kentucky_Warbler,data\raw\CUB_200_2011\images\168.Kentucky_Warbler\Kentucky_Warbler_0013_165228.jpg
9850,167,168.Kentucky_Warbler,data\raw\CUB_200_2011\images\168.Kentucky_Warbler\Kentucky_Warbler_0042_165268.jpg
9859,167,168.Kentucky_Warbler,data\raw\CUB_200_2011\images\168.Kentucky_Warbler\Kentucky_Warbler_0072_165305.jpg
10842,184,185.Bohemian_Waxwing,data\raw\CUB_200_2011\images\185.Bohemian_Waxwing\Bohemian_Waxwing_0010_796672.jpg
10874,184,185.Bohemian_Waxwing,data\raw\CUB_200_2011\images\185.Bohemian_Waxwing\Bohemian_Waxwing_0113_177823.jpg
10890,184,185.Bohemian_Waxwing,data\raw\CUB_200_2011\images\185.Bohemian_Waxwing\Bohemian_Waxwing_0030_177635.jpg
10893,184,185.Bohemian_Waxwing,data\raw\CUB_200_2011\images\185.Bohemian_Waxwing\Bohemian_Waxwing_0028_796647.jpg
10896,184,185.Bohemian_Waxwing,data\raw\CUB_200_2011\images\185.Bohemian_Waxwing\Bohemian_Waxwing_0122_796654.jpg
10901,184,185.Bohemian_Waxwing,data\raw\CUB_200_2011\images\185.Bohemian_Waxwing\Bohemian_Waxwing_0114_177621.jpg
10978,186,187.American_Three_toed_Woodpecker,data\raw\CUB_200_2011\images\187.American_Three_toed_Woodpecker\American_Three_Toed_Woodpecker_0010_179874.jpg
10980,186,187.American_Three_toed_Woodpecker,data\raw\CUB_200_2011\images\187.American_Three_toed_Woodpecker\American_Three_Toed_Woodpecker_0013_179833.jpg
10992,186,187.American_Three_toed_Woodpecker,data\raw\CUB_200_2011\images\187.American_Three_toed_Woodpecker\American_Three_Toed_Woodpecker_0018_179831.jpg
10999,186,187.American_Three_toed_Woodpecker,data\raw\CUB_200_2011\images\187.American_Three_toed_Woodpecker\American_Three_Toed_Woodpecker_0006_179838.jpg
11001,186,187.American_Three_toed_Woodpecker,data\raw\CUB_200_2011\images\187.American_Three_toed_Woodpecker\American_Three_Toed_Woodpecker_0030_796144.jpg
11009,186,187.American_Three_toed_Woodpecker,data\raw\CUB_200_2011\images\187.American_Three_toed_Woodpecker\American_Three_Toed_Woodpecker_0046_796153.jpg
11025,187,188.Pileated_Woodpecker,data\raw\CUB_200_2011\images\188.Pileated_Woodpecker\Pileated_Woodpecker_0110_180521.jpg
11034,187,188.Pileated_Woodpecker,data\raw\CUB_200_2011\images\188.Pileated_Woodpecker\Pileated_Woodpecker_0038_180300.jpg
11037,187,188.Pileated_Woodpecker,data\raw\CUB_200_2011\images\188.Pileated_Woodpecker\Pileated_Woodpecker_0088_180054.jpg
11056,187,188.Pileated_Woodpecker,data\raw\CUB_200_2011\images\188.Pileated_Woodpecker\Pileated_Woodpecker_0034_180419.jpg
11065,187,188.Pileated_Woodpecker,data\raw\CUB_200_2011\images\188.Pileated_Woodpecker\Pileated_Woodpecker_0116_179948.jpg
11067,187,188.Pileated_Woodpecker,data\raw\CUB_200_2011\images\188.Pileated_Woodpecker\Pileated_Woodpecker_0030_180208.jpg
